reference,system,r1_f
"wie leistungsfähig die wunderfolie graphen tatsächlich ist, zeigt sich derzeit vor allem in der sensortechnik. so zum beispiel anhand eines neuen detektors für terahertzstrahlung, der bei zimmertemperatur arbeitet. er ist nach angaben seines mitentwicklers dennis drew von der university of maryland bereits jetzt so empfindlich wie jedes herkömmliche konkurrenzmodell und potenziell viel besser. neben seiner hohen empfindlichkeit für terahertzstrahlen zeichnet sich der sensor vor allem durch seine extrem schnelle reaktion aus : ein vergleichbar empfindliches gerät, die golay - zelle, weist eine reaktionszeit von einer sekunde auf, die des graphensensors hingegen liegt bei einer nanosekunde. berechnungen der forscher zeigten, dass sich auch die empfindlichkeit um mehrere größenordnungen verbessern lassen","das my-projekt ( my group ) ist ein forschungsprojekt, das sich mit der erforschung elektromagnetischer wechselwirkungen in materie befasst. zu den forschungsgebieten gehören unter anderem die elektronische messtechnik, metrologie, mikrowellenoptik und hochfrequenzmagneto-optik. das ziel des projekts ist eine abkehr von der herkömmlichen methode der elektromagnetischen verträglichkeit in der hochfrequenzmagneto-optik.",17.96
"sein zuhause beschränkt sich auf einen kaum 20quadratmeter großen tümpel, wo ihm steigende temperaturen und wassermangel zunehmend zu schaffen machen : der teufelskärpfling ( cyprinodon diabolis ) aus dem teufelsloch in nevada gehört nicht ohne grund zu den am stärksten bedrohten tierarten der erde. im frühling2013 existierten nur noch 35erwachsene exemplare in dem kalksteinbecken - die niedrigste zahl, die je gezählt worden war. der u. s. fish and wildlife service hat deshalb als notfallmaßnahme eine fischzucht begonnen, um damit im erfolgsfall den bestand zu stützen. doch auch das berge gefahren für den fortbestand dieses unikats, warnt der naturschutzforscher steven beissinger von der university of california in berkeley. die wahrscheinlichkeit","das devils hole loch ( dysprinodon diabolis, syn. : cyprinodon salinus ) ist eine art der lochfischarten.",7.69
"liberia ist der bislang am schlimmsten vom gegenwärtigen ebolaausbruch betroffene staat in westafrika : mit rund 1100opfern stammt mehr als die hälfte der toten aus diesem land. nun befürchtet die who eine drastische ausweitung der krise und warnt vor einer exponentiellen zunahme mit tausenden neuen erkrankten in den nächsten wochen. schon jetzt seien alle krankenhäuser und mobilen seuchenstationen überbelegt. potenziell erkrankte würden unkontrolliert mit taxis und motorradtaxis durch städte und dörfer auf der suche nach medizinischer versorgung gefahren, ohne dass die fahrzeuge anschließend desinfiziert werden. sobald ein neues behandlungszentrum öffnet, werde es von patienten überrannt, so die who. allein im bezirk montserrado, der auch die hauptstadt monrovia umfasst","die internationale ebolafieber-agentur ( englisch international ebola vaccine association, iva ) ist ein interessenverband, der sich für die durch das ebolafieber-skandal ausgelöste internationale gesundheitspolitik einsetzt.",8.39
"bislang haben die ausbrüche des isländischen vulkans bárðarbunga ( auch bardarbunga ) ein geologisches spektakel, aber kaum unannehmlichkeiten für die menschen der region verursacht. so stieß der riesige, aber weit gehend unter gletschereis verborgene vulkan letzten sonntag lavafontänen aus, die 50meter und höher reichten. seit beginn der eruptionen im august hat die zahl der damit zusammenhängenden erdbeben, die magmatische aktivität anzeigen, zwischenzeitlich von 800 pro tag auf 160 am dienstag abgenommen, seitdem steigt sie jedoch wieder an. zudem stößt der vulkan laut dem vulkanologen ármann höskuldsson von der universität von island in reykjavík wieder intensiver lava aus - dies sei auf ein beben der stärke 5, 5, zurückzuführen,","brarbunga ist der zweitgrößte gletscher islands. der gletscher liegt in der hauptstadt brarbunga, im zentrum der hauptstadt vatnajkull.",8.57
"der kombinierte schlag aller korallengeißel auf einem riff produziert idealen wasserwirbel - ideal für die tiere selbst, denn die mikroströmung schwemmt futter und nährstoffe herbei, berichten forscher vom mit und weizmann institute of science. bisher hatten zoologen eigentlich vermutet, der durch die zilien der blumentiere erzeugte wasserstrom diene dazu, das versanden und damit eine blockade der sonneneinstrahlung zu verhindern, von der die fotosynthetischen symbionten der korallen abhängen. aufnahmen mit mikroskopischen markierungsbojen, hochgeschwindigkeitskameras und mikroskopen belegen nun aber, dass der kombinierte geißelschlag hoch funktionelle und teilweise lokal sehr schnelle wirbel ausbildet, die gezielt auf die blumentiere ausgerichtet sind. zilien sind im","starke vortizele ( englisch strong vortical flows ) sind spektakuläre strömungen, die sich auf der oberfläche von korallenriffen bilden. sie werden bei besonders alten, knorpellosen korallenriffen beobachtet, die eine reichhaltige, dünne schicht ausbilden, die auf einer gesamten oberfläche einen durchmesser von mindestens zwei millimetern haben. durch diese strömungen wird der massentransport entlang der gesamten oberfläche von etwa 400 % bis 1000 % erhöht. sie sind ein wichtiger faktor des stoff",14.53
"wer etwas will, das ein anderer hat, muss wissen, wie der andere tickt. dann kann man ihn vielleicht dazu bringen, sich von seinem besitz zu trennen. wie forscher um itai sher von der university of minnesota in minneapolis jetzt herausfanden, verfügen kinder ungefähr ab dem alter von sieben jahren über die fähigkeit, ihr einfühlungsvermögen strategisch für ihre zwecke einzusetzen. dazu testete das wissenschaftlerteam insgesamt 69drei bis neun jahre alte kinder unter anderem bei einer art gewinnspiel, bei dem ein experimentator gegen ein versuchskind antrat. die regeln : jeder wählt aus fünf aufklebern eine beliebige anzahl aus - und bekommt sie geschenkt, sofern er weniger ausgewählt hat als sein gegner, der dann leer ausgeht. während jüngere kinder dazu neigten,","als symmetrisches nash-gleichgewicht bezeichnet man in der kooperativen spieltheorie ein strategisches spiel, bei dem die zahl der spieler von den entscheidungen der spieler abhängen soll. es besteht somit ein entscheidungsproblem. das symmetrische spiel ist ein spezialfall der kooperativen spieltheorie. man nimmt an, dass die kooperative beziehung durch das spiel in einem nash-gleichgewicht hergestellt wird. das spiel stellt somit eine spezialisierung der kooperativen spielt",17.62
"in gorham's cave, einer einst von neandertalern bewohnten höhle in gibraltar, sind forscher auf eine felsgravur gestoßen : ein muster aus fünf bis sechs deutlichen, senkrecht zueinander stehenden linien, die eine art schachbrettmuster bilden. es könnte den ersten nachweis dafür liefern, dass auch der neandertaler sich im weitesten sinne künstlerisch betätigte. so jedenfalls interpretiert das forscherteam um clive finlayson vom gibraltar museum seinen fund. die materialschichten, die der künstler durchschnitt, als er im hintersten winkel der höhle die gravur in den fußboden ritzte, legen den wissenschaftlern zufolge nahe, dass das muster rund 39000jahre alt ist. damit stammt es aus einer zeit, zu der der moderne","die gorhams-höhle ist eine archäologische höhle auf der iberianischen halbinsel gibraltar. sie ist nach dem russischen wissenschaftler alexander gorham benannt, der sie im jahr 1989 zusammen mit gorhams cave auf gibraltar ausgegraben hat.",19.74
"hunderttausende von jahren - das zeigen beispielsweise die schöninger speere - setzte der mensch auf zugespitzte stangen als speer. ein ende wird zurechtgeschnitzt oder - gefeilt und anschließend im feuer gehärtet. offenbar genügte dieses verfahren, um auch größere tiere zur strecke zu bringen. dann aber stiegen menschen auf die viel aufwändiger herzustellenden steinspitzenspeere um. welchen vorteil diese bringen, hat jetzt ein team um jayne wilkins von der arizona state university im praxistest herausfinden wollen. die forscher fertigten dazu hölzerne speere beiderlei systems an und schossen sie unter kontrollierten bedingungen mit einer armbrust auf ballistische gelatine. dieses material ähnelt in seinen physikalischen eigenschaften dem körpergewebe von mensch und","als schießschild bezeichnet man im mittelpleistozän die von menschen getragene, an der spitze mit einem schießpulver befestigte nutzfläche. typischerweise wird dabei der schießschild senkrecht zur schussrichtung auf den schießpulver gelegt.",16.22
"im racetrack playa, einem tal des death valley in kalifornien, bewegen sich die steine - und das ganz von allein. warum das so ist, darüber streiten wissenschaftler, seitdem man dieses phänomen kennt. nun aber könnte die finale erklärung gefunden sein : ein forscherteam hat erstmals die steine bei ihrer wanderung mit wissenschaftlichen instrumenten beobachtet. das berichtet das magazin nature. laut dem team um richard norris und seinem cousin james norris bildet sich unter bestimmten bedingungen im tal eine sehr dünne eisschicht, die in der morgensonne schmilzt. schon sehr leichte winde reichen dann aus, um die steine zu transportieren. um hinter das geheimnis zu kommen, hatten die wissenschaftler, die im hauptberuf unter anderem als ozeanograf, ingenieur und planetenkundler arbeiten","felsenbewegung ( engl. rock movement ) ist die bewegung von felsen durch die erdoberfläche oder die oberfläche eines naturparks, der infolge von winden oder druckerschmelzen abregnet oder schmilzt. die bezeichnung „ felsenbewegung “ wird manchmal fälschlicherweise für das phänomen der dolomitenfauna verwendet.",13.41
"anderen etwas gutes zu tun, ohne davon selbst einen vorteil zu haben, ist ein verhalten, das menschen recht häufig an den tag legen, unsere nächsten verwandten dafür aber je nach spezies eher selten. was bestimmt, ob eine primatenart selbstlos handelt oder eher nicht, lässt forscher schon länger rätseln. ein team um die anthropologin judith burkart von der universität zürich glaubt, die evolutionären wurzeln der selbstlosigkeit nun gefunden zu haben - und zwar in der gemeinsamen betreuung des nachwuchses. die forscher testeten den hang zu altruistischem verhalten von insgesamt 15verschiedenen primatenarten. dabei beobachteten sie, ob einzelne individuen bereit waren, andere gruppenmitglieder mit leckerbissen zu versorgen, auch wenn sie selbst dabei leer ausgingen","prosozialität ( von lateinisch pro ‚für ‘ und socialis ‚gemeinschaftlich ‘ ), auch proaktivität, bezeichnet in der zoologie eine form der zoologisch-zoologischen konditionierung, die für ein verhalten charakteristisch ist. prosoziale verhaltensweisen sind marker für die sozialisation durch kooperative verhaltensweisen von primaten. insbesondere bei entwicklungsverzögerungen beim menschen nimmt die anzahl der prosozialen verhaltensweisen ab. insbesondere wird im englischen sprachraum die prosoziale emotion als key component",20.43
"vor einiger zeit hatten forscher festgestellt, dass selbst einzelne spinnen unterschiedliche charakterzüge haben : die individuen der sozialen verbänden hausenden spinne stegodyphus dumicola haben zum beispiel dauerhaft und nicht situationsabhängig mehr oder weniger furchtsame persönlichkeiten. das kann dann vor - und nachteile haben : im extremfall sind mutigere exemplare zum beispiel ständig satt, vielleicht aber auch schneller tot. andreas modlmeier von der university of pittsburgh und sein team haben sich nun aber gefragt, wie es zur ausbildung solcher charaktere in der spinnengemeinschaft gekommen ist. ihre antwort in kurzfassung : ein charakter bildet sich überhaupt nur in der gemeinschaft. die forscher sehen nach ihren spinnenverhaltensexperimenten eine hypothese der spezialisierung durch soziale nischen bestätigt. sie ist ein ansatz, die entstehung dauerhaft unterschiedlicher charakter","als social niche ( deutsch : „ soziale schicht “ ) wird in der ökologie eine besondere form der differenzierung bei der entwicklung von individualität bezeichnet. sozial niches sind in einer reihe von tierarten nachgewiesen, insbesondere in den savannen und einigen inseln der gliederfüßer. wenn mehrere individuen in einer population mit unterschiedlichen sozialen beziehungen stehen, kann eine unterscheidung daraus bestehen, ob sie in derselben oder einer anderen art vorkommen. zum beispiel kann eine unterscheidung in der weise bestehen,",20.2
"wenn ameisen von einem pilz der gattung ophiocordyceps befallen werden, dann erwartet sie häufig ein schauriges ende. der parasit verwandelt die insekten in willenlose zombies und sorgt dafür, dass sie sich mit ihren mundwerkzeugen in pflanzenmaterial krallen bevor sie sterben, damit der pilz besonders gut wachsen und seine sporen weiterverteilen kann. diese gehirnwäsche gelingt den pilzparasiten aber offenbar nur bei der ameisenspezies, die ihren natürlichen wirt darstellt, wie forscher um charissa de bekker vom penn state college nun herausfanden. de bekker und ihre kollegen untersuchten eine neue entdeckte pilzspezies aus nordamerika, die den vorläufigen namen ophiocordyceps unilateralis sensu lato trägt und üblicherweise eine spezielle ameisenspezi","unter wissenschaftlicher selektion versteht man die fähigkeit von lebewesen, art- oder artenabhängige verhaltensweisen andere menschen oder tieren zu verändern. die wissenschaftliche selektion ist ein bereich der evolutionsbiologie. sie besteht vor allem aus der fähigkeit von lebewesen, art- oder artenabhängiges verhalten andere menschen oder tieren zu verändern und zu beeinflussen. im rahmen der entwicklung der evolutionstheorie bildet die wissenschaftliche selektion das ergebnis.",13.48
"milchallergie und laktose - intoleranz sind zwei verschiedene dinge : anders als die unverträglichkeit gegen laktose im erwachsenenalter zeigen eine allergie gegen ( kuh )- milch weniger menschen, etwa ein bis drei prozent aller kinder sind betroffen. man vermutete, dass die fremden proteine in der milch in mitteleuropa als ersten fremdes eiweiß das immunsystem eines säugling durcheinanderbringen - die körperabwehr greift das milcheiweiß dann mit ige - antikörpern an, was teilweise schwer wiegende symptome nach sich zieht. warum manche kinder betroffen sind und andere nicht war bisher allerdings unklar. nun haben forscher aus österreich eine theorie : der eisengehalt in der milch könnte entscheidend sein. die forscher ermittelten, dass ein hauptallergen der milch, das beta - lactoglob","bos d 5 ( engl. für „ cow milk allergy “ ) ist ein ursächliches allergisches protein in wirbeltieren. es gehört zur gruppe der lipocalin-proteine und ist in der lage, iron zu binden.",9.52
"in der schweiz ist die assistierte selbstötung nicht verboten, was viele menschen mit todeswunsch nutzen, um eigens für einen suizid in die schweiz zu reisen. nun hat sich die zahl der assistierten selbsttötungen von nichtschweizern in den jahren von 2008 bis 2012 verdoppelt, wie eine auswertung der fallzahlen ergab, die gerade im journal of medical ethics veröffentlicht wurde. saskia gauthier vom institut für rechtsmedizin in zürich und ihre kollegen hatten dabei herkunft, geschlecht und die krankheiten von den 611 nicht aus der der schweiz stammenden menschen ermittelt, die unter assistenz freiwillig ihr leben beendet haben. die meisten ausländer stammten dabei aus deutschland ( 268 menschen ) und großbritannien, etwa die hälfte von ihnen litt","schweizerischer suizidtourismus ist ein begriff, der eine beschäftigung mit dem ausmaß, in dem suizide und krankheiten von menschen auftreten, bezeichnet. die schweizerische anstalt für förderung des suizidtourismus, die als gründe für den schweizerischen suicide zahlreiche gesetze eingeführt hat, nutzt diese systematik auch für suicide-tourismus-einrichtungen in anderen ländern. da der schweizerische anstalt für förderung des suizids befasst ist und das",20.83
"gerät eine echse wie der rotkehlanolis in gefahr, kann sie ihren schwanz ablösen und sich davonmachen. die wunde verheilt nicht nur, sondern dem tier wächst sogar passender ersatz. welche gene während dieses vorgangs aktiv sind, haben nun wissenschaftler um elizabeth hutchins erforscht. dabei zeigte sich : über die meisten dieser gene verfügt auch der mensch. die hoffnung der forscherin von der arizona state university und ihrer kollegen ist es daher, die neuen erkenntnisse in der regenerativen medizin einzusetzen. einige der identifizierten gene könnten sich womöglich eines tages auch bei uns in die heilung und wundversorgung einspannen lassen. menschen seien mit echsen vergleichsweise eng verwandt - enger jedenfalls als mit salamanderartigen wie dem axolot","unter regeneration versteht man in der biologie die fähigkeit eines organismus, sich äußerlich dem körper zuzufügen. es handelt sich um einen wesentlichen teilprozess der entwicklung des organismus selbst.",14.67
"wenn man ein computergehäuse erdet, indem man es mit der hand anfasst, verrät das mitunter mehr über die vorgänge im innern, als dem besitzer lieb sein kann : die schwache spannung kann sogar genutzt werden, um kryptografische schlüssel auszulesen. das berichtet das magazin technology review unter berufung auf drei forscher der tel aviv university. in einer studie und auf einer hacker - konferenz haben daniel genkin, itamar pipman und eran tromer das verfahren jetzt publik gemacht. ihnen sei es gelungen, die kryptografischen schlüssel von weit verbreiteten und als sicher geltenden verschlüsselungsalgorithmen zu extrahieren - dem 4, 096 bit großen rsa - key und 3, 072 - bit - elgamal - key. ihr trick besteht darin, die elektrische spannung am computer auszu","als side-channel-angriffe ( auch außenbereich-angriffe ) werden angriffe bezeichnet, die auf der manipulation von hardware und deren wechselwirkungen ( englisch „ side-channel “ ) beruhen. dazu bedient man sich typischerweise eines fensters oder einer transparenten benutzeroberfläche, welche durch einen schlüssel erzeugt wird. das ziel ist es, einen schlüssel zu extrahieren, der für den angriff zugänglich ist.",19.89
"in australien wird in dieser woche ein aus europa importierten mistkäfer freigesetzt. onthophagus vacca soll helfen, die massen an mist beherrschbar zu machen, die die rund 28 millionen australischen rinder produzieren. im frühjahr 2015 folgt dann noch bubas bubalus, ein zweiter mistkäfer für südlichere regionen. über sinn und zweck der aktion berichtet jane wright von der durchführenden commonwealth scientific and industrial research organisation ( csiro ) ausführlich in einem beitrag auf the conversation. die beiden käfer sind beileibe nicht die ersten neuankömmlinge in australien : zwischen 1969 - 1987 und 1990 - 1992 wurden bereits 43 mistkäferarten eingeführt, 23 davon konnten sich halten. laut wright bevorzugen einheimische käfer eher die hinterlassenschaften von kängurus und koalas","die australian entomological gesellschaft ( engl. : australian entomological society, abkürzung csiro ) ist eine organisation, die für die entwicklung undzucht von dungbienen in australien zuständig ist. die gesellschaft wurde 1967 gegründet.",14.1
"wie handelsübliche putzschwämme können auch solche aus reinem gold eine flüssigkeit aufsaugen - sofern sie über ausreichend winzige poren verfügen, in denen die kapillarwirkung zur geltung kommt. forscher um patrick huber und jörg weissmüller berichten nun, dass sich das saugverhalten im fall der goldschwämme sogar gezielt beeinflussen lässt : mit hilfe einer elektrischen spannung konnten sie es an - und wieder ausschalten. für den schaltvorgang genügte es dem team von der technischen universität hamburg und dem helmholtz - zentrum geesthacht ein kabel an das goldstück anzuklemmen und über eine elektrode in der leitfähigen flüssigkeit eine kleine elektrische steuerspannung anzulegen. mit ihr ließ sich das durchtränken mit der flüssigkeit beschleunigen, verlangsamen oder sogar anhalten","als nanofluss bezeichnet man einen transport von molekülen in einem porösen raum. es handelt sich dabei um eine spezielle form des elektronischen flusses. der transport von nanoporösen flüssigkeiten in einem porösen raum wird durch die kinetische imbibition ( engl. „ spontane imbibition “ ) der porenmembran gesteuert. wichtige methoden zur erforschung von nanoflussverbindungen sind die nanoporöse proteinfaltung, nanoporöse transportsysteme ( npg ) und die entwicklung der nanoporöse",14.36
"genetische und sprachwissenschaftliche untersuchungen machen seit etwa einem jahrzehnt immer klarer, dass die inselwelt polynesiens einst schubweise von mutigen, seetüchtigen stämmen besiedelt wurde, die ursprünglich einmal in taiwan heimisch waren. unsicherheit herrschte aber über die details der besiedlungsschritte : wohin genau machten sich die alten taiwaner - die selbst vor etwa 15000 jahren vom festland auf ihre insel gekommen waren - dann vor 4000 bis 5000 jahren auf, um vielleicht auf die philippinen und nach mikro -, makro - und schließlich polynesien zu gelangen? machten sie irgendwo länger halt ; und mischten weitere gruppen auch gene von anderswo in den hauptstrom der migranten? die bis dato umfangreichste genanalyse reicht nun solche details nach : die sequenzierungsexperten um david reich","die globale austronesische sprachforschung ( engl. austronesian research ) ist ein interdisziplinäres forschungsgebiet, das sich mit der analyse von genetischer und ökologischer vielfalt der austronesischen sprachfamilie befasst. die analyse von genetischer vielfalt der austronesischen sprachfamilie ist vor allem auf den gebieten der linguistik, der semantik, der genomik und der historischen archäologie von bedeutung.",14.12
"patienten mit mukoviszidose produzieren aufgrund eines genetischen defektes nur zähflüssigen schleim - was sich, so eine theorie, unter anderem in den atemwegen negativ auswirkt : ein für bakterien günstiger nährboden bedecke hier die epithelien und fördere so infektionen. ein kanadisches forscherteam wollte dies nun testen. juan ianowski und seine kollegen haben deshalb auf luftröhrezellen von schweinen den häufigen krankheitserreger pseudomonas aeroginosa losgelassen und beobachtet, ob eine sekretentwicklung in den atemwegen den ausbruch von entzündungen beeinflusst. tatsächlich scheint dies der fall zu sein, meinen die forscher, die die reaktion der zellen in einem eigens angepassten hochauflösenden bildgebungsverfahren überwachten. dabei zeigte sich, dass","die luftway-bildende fibrose ( englisch airway clearance, cf ) ist eine autosomal-rezessive erbkrankheit, die mit einer störung der atmungskette und damit der gefäßwanderungsfunktion induziert wird. die luftway-bildende fibrose ist die häufigste form der cystischen fibrose.",13.42
"krankhafte arbeitswut - oder workoholism - ist zwar in aller munde, wissenschaftlich und psychologisch aber nur unzureichend untersucht. das liegt schon allein daran, dass weder die symptome noch die gesundheitlichen folgen oder ein besonders gefährdeter personenkreis genau definiert und abgegrenzt sind. die arbeitsmedizinerin und psychologin schou andreassen wollte dem nun abhelfen und hat die bis dato umfangreichste studie zum thema vorgelegt. dabei erfasste sie mit ihrem team 2160 zufällig ausgewählte arbeiter und angestellte unterschiedlichsten alters und geschlechts aus einer öffentlichen datenbank in norwegen und befragte sie zu verschiedenen kriterien. der auswertung zufolge müssten mehr als acht prozent aller menschen in arbeit als worcolholics gelten - zumindest in norwegen. das ergebnis könnte aber gut auch","unter workaholismus ( engl. work = arbeit und alcohol = alkohol ) versteht man ein kofferwort, das die personalität beschreibt. es wird in der arbeits- und selbstregulierungspsychologie verwendet. in der arbeitspsychologie kann der begriff auch auf die persönlichkeit, den beruf oder die soziale lebensumstände bezogen werden.",16.15
"die südamerikanische riesenflussschildkröte podocnemis expansa kann gegenüber ihrem frisch geschlüpften nachwuchs deutlich werden, wie forscher der wildlife conservation society herausgefunden haben : die erwachsenen tiere nutzen unterschiedliche schnarrende ruflaute - auf zumindest eines der geräusche einer schildkrötenmutter hört der nachwuchs offenbar wie auf's wort. bei ihrer suche nach einer biologischen bedeutung der schildkrötenrufe haben die forscher 270 individuelle laute aus insgesamt 220 stunden tonaufzeichnung isoliert, die sie mit mikrophonen und hydrophonen im lebensraum der tiere, dem rio trombetas, zwischen 2009 und 2011 gesammelt hatten. am ende konnten sie eindeutig mindestens sechs typische laute charakterisierten und mit bestimmten sozialen verhaltensweise in zusammenhang bringen, die von",die riesen-zünsler ( arrau turtles ) sind eine primatenart aus der gattung der zünsler ( arrau ). sie leben in guatemala und auf den philippinen.,11.85
"elstern klauen bekanntlich alles was glitzert und glänzt. toni shepard und sein team vom der university of exeter haben in einer neuen studie nun aber festgestellt, dass der volksmund die vögel missversteht, wenn er sie diebisch nennt. die psychologen diagnostizieren, dass elstern eigentlich ängstlich und skeptisch auf neues reagieren und unter sogenannter neophobie leiden. zu der erkenntnis gelangten die forscher, nachdem sie den schwarz - weißen vögeln im experiment je zwei leckere nüsse sowie mattblaue und silberglänzende objekte präsentierten. auffällig war, dass die elstern die angebotenen nüsse in gegenwart der unbekannten gegenstände nicht genießen konnten - ein symptom der neophobie, so shepard und kollegen. in 64 tests wurden die silberglän","doi ist ein geflügeltes vogelkundliches folklore, das in ausnahmefällen, in denen gezeigt wird, dass vögel völlig ungewöhnlich sind, magische gegenstände ( meist kleine trinkigkeiten ) bei vögeln zubringen. magpien sind dabei so weit verbreitet, dass sie es ohne abwechslung glaubhaft machen, ihre augenkontakte mit hellen objekten zu lernen.",17.34
"in einem abschiedsbrief hat der japanische stammzellforscher yoshiki sasai die gründe für seinen suizid genannt. laut einem anwalt der familie erläutere sasai darin, dass er sich ungerechtfertigter beschimpfung durch die massenmedien ausgesetzt fühlte. von der pressekonferenz am 12. august berichtete das magazin nature online. nach zurücknahme der beiden höchst umstrittenen paper zum verfahren der stimulusgetriebenen reprogrammierung von stammzellen ( stimulus - triggered acquisition of pluripotency, stap ) sei ein sturm von kritik und medialer aufmerksamkeit über ihn hereingebrochen. dies und die verantwortung gegenüber dem renommierten japanischen forschungsinstitut riken, an dem er tätig war, hätten ihn zu diesem schritt getrieben. der 52 - jährige stammzell","masaker-assai ( jap. 草食獅史, eigentlich : 草食獅史, dt. „ rote-kugel-zellen-geschichte “, eigentlich : „ āssai masaker “ ) ist der name eines kontrovers diskutierten japanischen entwicklungsbiologen. seine hauptarbeitsstelle ist das riken center for developmental biology ( cdb ) in kobe in japan.",6.94
"auf die idee, die körper ihrer verstorbenen möglichst lange zu konservieren, sollen die ägypter durch anschauungsunterricht gekommen sein : im trockenen klima der wüste erhalten sich leichname auch schon ohne weiteres zutun. erst im alten reich etwa ab 2500 v. chr. hingegen setzte die planvolle, immer ausgefeiltere konservierung ein, lautete der bisherige stand der forschung. doch dem widersprechen nun forscher um stephen buckley von der university of york. ihre chemische analyse von leichentextilien aus der zeit von 4500 v. chr. bis 3350 v. chr. offenbarte, dass die ägypter bereits zu diesem frühen zeitpunkt einbalsamierungsmittel verwendeten. das verschiebt den beginn der planvollen leichenpräparation auf die späte jungstein","unter dem begriff kammverhütung werden drei bis vier verfahren zusammengefasst, die den tod von lebewesen in ägypten im 4. jahrtausend v. chr. – dem klassischen pharaonik – und in ägypten im 3. jahrtausend v. chr. bezeichnet. der vorgang wurde unter dem oberbegriff weiter gefasst.",15.58
"frühgeborene müssen eine vielzahl von untersuchungen über sich ergehen lassen, was immer auch mit belastungen für alle beteiligten einhergehen kann. mediziner suchen daher nach nichtinvasiven methoden, um den gesundheitszustand der babys zu überwachen. eine bisher wenig genutzte möglichkeit haben nun neonatologen aus japan untersucht : sie haben die schreie von vorzeitig und zum termin geborenen, gleichalten babys aufgezeichnet, analysiert und verglichen. nun glauben sie, auf diesem weg rückschlüsse auf die entwicklung ziehen zu können. insgesamt zeigte sich, dass frühgeborene in höheren stimmlagen schrien als gleichalte babys, die ganz ausgetragen wurden. dies liege nicht daran, das die frühchen kleiner sind, so die forscher, sondern am reifegrad des vagus - nerv","während der schwangerschaft geben säuglinge automatisch ihre aussprache auf, in der regel mit kehlkopf. bei müttern oder anderen säuglingen, die nicht während der schwangerschaft leben, sondern nach der geburt nur noch während der stillzeit ( term-equivalent-periode ) gesprochen werden, bezeichnet man als beginn der schwangerschaftsdauer einen abstand von 32 bzw. 32 weeks, bei erwachsenen auch einen abstand von 4 wochen. die schwangerschaftsabweichung kann sowohl rein physikalisch ( z.",15.79
"brutparasiten wie der kuckuck schieben ihre eier fremden vogeleltern unter und sparen sich so die mühe, selbst junge großzuziehen. das hat im laufe der evolution zu einer eskalationsspirale von maßnahmen und gegenmaßnahmen durch brutvögeln und - parasiten geführt : so sorgten selektionsprozesse dafür, dass nestinhaber fremdeier immer schneller erkennen und ausräumen und kuckucke im gegenzug das aussehen fremder eier immer besser nachahmen. manche arten markieren daher die eigenen eier nach dem ablegen - was clevere kuckucke dann aber auch wieder nachahmen. einen ganz anderen trick stellen nun australische forscher vor : das möglichst unsichtbare ei. den australischen forscher um ros gloag von der university of sydney beschäftigte sich mit solchen kryptischen, unscheinbar bräunlichen eiern","als ei-mimikrie wird ein evolutionsbiologisches phänomen bezeichnet, das auf der evolutionslinie der parasitären vögel ( myria ) zu finden ist. sie ist ein bei vielen taxa vorkommendes phänomen, das insbesondere bei den bronze-kuckucksvögeln ( chalcites minutillus ) auftritt. auch bei den kuckucksvögeln existieren verschiedene arten der ei-mimikrie.",12.72
"es ist nur eine kleine population der größten fische der welt, doch die walhaie, die im meeresschutzgebiet um das süd - ari - atoll der malediven leben, ziehen das ganze jahr über touristen an : 77000 waren es im vergangenen jahr. was das dem inselstaat in finanzieller hinsicht einbringt, haben nun forscher des maldives shark research programme ausgerechnet. wir haben konkret gezählt, wie viele boote im wasser auf der suche nach den walhaien waren, erklärt neal collins, einer der studienautoren. demnach bringt der tourismus im schutzgebiet alles in allem umgerechnet etwa 7millionen euro ein. das ist ungefähr die hälfte der walhai - einnahmen der gesamtmalediven. studien wie die von collins und kollegen beziffern den wert von t","als walsturmtourismus werden angebote bezeichnet, die sich mit der nutzung und der attraktivität von walen- oder weißwalenfinsternissen beschäftigen. das wort „ walsturmtourismus “ ist aus den englischen wörtern wal ( engl. „ wal “ ) und shark ( engl. „ shark “ ) zusammengesetzt. der begriff fördert den tauchausflug und dient der erhöhung des reisepreises.",16.47
"rangeomorpha zählen zu den ältesten bekannten tieren überhaupt. vor über 560millionen jahren bevölkerten sie den boden von gewässern und lebten wahrscheinlich davon, nährstoffe aus dem wasser zu ziehen. wie ihnen ihr einzigartiger körperbau dabei zugutekam, haben jetzt forscher um jennifer hoyal cuthill von der university of cambridge untersucht : offenbar wuchsen die tiere in einer vielfach verzweigten fraktalform, die eine maximale ausnutzung des raums gewährleistete. dank der sich wiederholenden, selbstähnlichen verzweigungsstruktur konnten die rangeomorpha ihre körperoberfläche - und damit auch ihre möglichkeiten zur nahrungsaufnahme - maximieren. das berechneten die wissenschaftler auf basis der seltenen fossilien. einen ähnlichen bauplan weisen heutzutage viele pflanzen wie","die rangeomorph fronds ( dt. etwa : „ wachstumsformen von krebstier “ ) sind eine klasse von tierarten, die zu den kompakten makromolekülen gehören. sie wurden impleistozän ( proterozoikum ) im südlichen afrika entdeckt und stammen aus dem ediacarium. rangeomorph fronds erstrecken sich über eine lange ablagerungssequenz, die bis ins späte paläozoikum und mittlere paläozoikum reicht. fossile aus ediacarium stellten eine",18.71
